17.4	21.6	17.6
17.3	21.3	18
17.7	21.6	17.8
17.5	21.7	17.6
17.5	22	17.7
17.4	22.3	18.1
17.7	22.2	17.5
17.5	22.2	17.6
17.4	22.1	17.5
17.4	22	18.4
17.5	21.9	17.5
17.3	21.7	17.6
17.3	21.8	17.5
17.2	21.5	17.5
17.3	21.4	18
17.3	21.3	17.5
17.3	21.2	17.6
17.4	21.4	17.5
17.2	21.3	17.4
17.1	21.3	17.4
17.2	21.8	17.4
17.2	22.5	17.6
17.3	22.8	17.6
17.1	22.4	17.5
17.2	22.5	17.5
17.3	22.4	17.5
17.2	22.5	17.5
17.2	22.7	17.4
17.2	22.3	17.5
17.2	22	17.5
17.2	22	17.5
17.2	21.9	17.5
17.3	21.5	17.5
17.3	21.9	17.5
17.3	21.2	17.5
17.3	21.2	17.5
17.2	21.1	17.5
17.3	21.1	17.5
17.2	20.9	18.7
17.2	20.7	17.4
17.2	20.4	17.4
17.2	20.4	17.6
17.2	20.4	18.6
17.1	20.4	17.5
17.1	20	17.4
17.1	20.4	17.5
17.1	20.8	17.4
17.6	20.4	17.5
18.1	20.3	17.4
17.2	20.3	17.4
17.4	20.3	17.5
17.6	20.4	17.4
17.3	20.4	18.5
17.2	20.5	17.6
17.2	20.4	17.5
17.3	20	17.4
17.3	20.4	17.4
17.3	20.4	17.4
17.5	19.7	17.6
17.2	19.7	17.6
17.3	19.1	17.5
17.1	19.2	17.4
17.2	19.2	17.5
17.2	19.1	17.9
17.3	18.9	17.7
17.2	18.9	17.5
17.2	18.9	17.9
17.3	18.7	18.4
17.2	18.5	17.5
17.3	18.7	17.5
17.5	19.1	17.5
17.4	18.9	17.6
17.3	18.6	17.5
17.3	19.3	17.4
17.4	19	17.5
17.3	19.4	17.5
17.4	18.7	17.6
17.4	19.2	17.4
17.4	18.7	17.5
17.4	18.3	17.5
17.3	18.7	17.4
17.3	18.4	17.4
17.3	18.3	17.5
17.3	18.1	17.5
17.3	18.3	17.6
17.3	18.3	17.5
17.3	20.2	17.4
17.2	18.9	17.6
17.3	20.3	17.6
17.3	20.6	17.7
17.2	18.8	18.2
17.2	19.5	17.6
17.3	20	17.5
17.3	19.1	18.3
17.1	18.8	17.5
17.2	20.6	17.4
17.2	19.2	17.7
17.2	18.6	17.5
17.1	19	17.5
17.4	18.5	17.6
17.3	18.8	17.3
17.2	19.1	17.4
17.2	19.9	17.5
17.2	18.7	17.5
17.2	19.6	17.4
17.2	20.5	17.4
17.3	22.4	17.5
17.3	22.8	17.5
17.2	18.9	17.4
17.3	20.1	17.6
17.2	21.2	17.5
17.4	21.4	17.4
17.3	19.1	17.8
17.3	18.9	17.7
17.2	19.4	17.8
17.3	18.8	17.7
17.3	20.8	17.8
17.4	22.7	17.6
17.3	21.9	17.5
17.3	22.9	17.6
17.4	21.6	18.3
17.3	19.8	17.5
17.3	19	17.5
17.4	20.1	17.5
17.3	20.2	17.5
17.4	19.1	17.5
17.2	20.5	17.5
17.3	18.8	17.5
17.4	24.4	17.7
17.3	20.6	17.6
17.2	18.7	17.5
17.3	19.4	17.5
17.3	20.8	17.5
17.2	21	17.5
17.1	19	17.4
17.2	21.3	17.5
17.2	21.1	17.6
17.4	25.2	17.6
17.4	25.2	17.8
17.3	23.4	17.7
17.2	28	17.5
17.2	25	17.7
17.2	19.8	17.8
17.3	19.3	17.4
17.2	19.8	17.6
17.4	23.9	17.9
17.4	21.1	17.9
17.4	20.9	17.5
17.6	19.7	17.6
17.3	19.4	17.6
17.4	18.8	17.5
17.7	18.8	17.6
18	18.8	17.4
18.5	18.9	17.6
18.1	18.8	17.5
17.8	18.8	17.4
17.8	19.7	17.5
18	22.9	17.5
18.3	21.8	17.4
18	19.7	17.5
18.2	19.4	17.4
18.2	19.5	17.5
17.6	21.3	17.6
17.5	20.1	17.4
17.3	19.1	17.5
18.5	19.8	17.8
18.2	19	17.7
17.7	19.2	17.6
17.5	19	18.9
17.4	19	17.6
18.4	19.1	18
17.5	19	17.6
17.3	18.7	17.6
18.3	18.8	18.6
17.4	19	17.6
17.7	19.1	17.5
17.6	20.7	17.9
19.6	19.8	17.8
18	20.7	17.5
18.6	21	17.7
17.7	20.2	17.4
17.9	21.7	17.4
20	21.6	17.4
18.8	19	17.5
17.6	19.9	17.5
17.4	23.8	17.9
17.4	23.1	17.6
17.5	22.7	17.5
17.7	20.7	17.5
17.6	19.4	17.5
17.6	18.6	17.9
17.5	18.6	17.6
17.4	18.5	18.3
17.5	18.6	17.7
17.5	18.6	17.5
17.7	18.7	17.5
17.6	19.3	17.5
17.7	18.9	17.5
17.7	18.8	18.1
17.7	18.8	17.6
17.8	19.7	17.5
18.2	18.9	17.9
18	21.8	17.5
17.9	24.2	17.5
17.6	22.2	17.7
17.4	22.6	17.6
17.7	20.8	17.6
18	19.3	17.4
17.9	18.8	17.4
17.7	20.3	17.5
17.4	19.2	17.5
17.4	18.8	17.5
17.2	18.8	17.5
17.4	19.5	17.5
17.6	21	17.5
17.4	20.8	17.5
17.3	21.4	17.6
17.4	27.1	17.9
17.4	24.5	17.5
17.2	24.1	17.5
17.3	29.5	17.5
17.2	22.9	17.5
17.2	20.1	17.4
17.3	19.2	17.5
17.3	20.8	17.5
17.3	25.1	17.6
17.5	20	17.7
17.9	20.1	17.5
17.8	22.5	17.5
17.6	19.4	17.4
17.3	19.1	17.4
17.4	19.9	17.5
17.5	22	17.5
17.8	19.9	17.5
17.9	23	17.6
17.9	22.6	17.5
17.6	19.1	17.5
17.5	18.9	17.5
17.7	19.7	17.5
17.6	23.8	17.5
17.5	22.6	17.5
17.5	22.7	17.5
17.4	26.6	17.9
17.4	22.6	17.7
17.3	21.7	17.5
17.4	19.5	17.5
17.5	19.6	17.5
17.3	19.3	17.4
17.3	18.9	17.5
17.3	19.1	17.5
17.3	22.1	17.5
17.3	24.7	17.5
17.2	25.4	17.4
17.2	23	17.5
17.3	19.5	17.6
17.3	18.7	17.5
17.3	18.6	17.5
17.3	18.7	17.6
17.3	23.5	17.6
17.3	24.4	17.6
17.4	19.9	17.5
17.3	25.3	17.6
17.3	21.6	17.5
17.3	19.3	17.5
17.4	20.5	17.5
17.1	22.9	17.4
17.1	19.3	17.6
17.2	19	17.5
17.1	24	17.5
17.3	23	17.5
17.3	19.1	17.5
17.4	19.1	17.5
17.2	18.6	17.6
17.3	18.6	17.5
17.5	18.7	17.4
17.4	18.8	17.5
17.2	19.4	17.5
17.2	19	17.4
17.3	18.9	17.4
17.3	20.1	17.5
17.4	19.5	17.5
17.2	22.2	17.5
17.4	21.5	17.5
17.1	22.3	17.6
17.3	21.5	17.5
17.3	18.9	17.6
17.3	19.4	17.5
17.3	19.2	17.6
17.4	22.1	17.5
17.4	19.9	17.4
17.4	22.8	17.5
17.3	22.8	17.3
17.6	20	17.6
17.1	22	17.5
17.2	20	17.4
17.2	19	17.8
17.2	19.4	17.7
17.1	19.5	17.5
17.2	19	17.7
17.3	19	17.6
17.3	19.1	17.6
17.7	19.5	17.4
17.6	19.7	17.6
17.3	19.6	17.6
17.4	20.1	17.5
17.4	21.1	17.6
17.4	22.1	17.4
17.3	22.6	17.5
17.4	20.6	17.5
17.4	22.8	17.5
17.3	20.6	17.5
17.4	19.9	17.5
17.3	19.7	17.5
17.4	19.8	17.5
18.2	19.5	17.5
17.3	19.9	17.6
17.6	19.7	17.6
17.3	19.7	17.6
17.3	19.7	17.5
17.3	20.3	17.6
17.3	20.2	17.4
17.1	19.8	17.7
17.1	20.6	17.8
17.5	22.2	17.5
17.9	20.9	17.5
17.4	21.9	17.6
17.2	22.6	17.6
17.3	20	17.5
18.2	20.4	17.4
17.7	20.2	17.4
17.4	20	17.5
17.4	19.6	17.6
17.7	19.5	17.4
18.1	19.4	17.5
17.4	21.3	17.4
17.3	21.8	17.4
17.2	20.1	17.5
17.2	22.4	17.6
17.2	23.1	17.6
17.1	20.2	17.4
17.4	18.9	17.7
17.2	18.9	17.7
17.2	18.8	17.7
17.1	18.9	17.5
17.1	19	17.5
17.1	19.1	17.6
17.2	19.3	17.6
17	19.1	17.5
17.1	19.1	17.5
17	19.4	17.5
17.1	19.6	17.6
17.1	19.5	17.6
17.2	19.2	17.5
17.3	22.3	17.6
17	20	17.4
17.1	20.5	17.5
17.2	22.8	17.5
17.3	23.2	17.5
17.2	19.3	17.5
17.1	20.4	17.6
17.3	24	17.5
17.4	21.8	17.6
17.1	21.6	17.7
17.1	25.9	17.4
17.3	21.6	17.5
17.2	20	17.6
17.2	19.1	17.6
17.1	22.4	17.4
17.1	20.6	17.5
17.1	19.3	17.7
17.2	22.6	17.7
17.1	22.1	17.5
17.1	18.9	17.5
17.2	19.2	17.5
17.1	20	17.5
17.1	18.7	17.7
17.1	19.6	17.6
17.2	19.7	17.5
17	19.9	17.5
17.1	18.8	17.5
17.2	18.6	17.5
17.4	18.6	17.4
17.3	19	17.5
17.2	18.7	17.6
17.3	19	17.5
17.4	18.6	17.6
17	18.7	17.4
17.1	18.9	17.7
17.2	18.9	17.7
17.3	19	17.5
17.1	18.9	17.6
17.2	18.8	18.1
17.3	18.6	17.6
17.4	18.6	17.7
17	18.8	17.5
17.1	18.9	17.9
17.2	20.9	17.7
17.1	21.3	17.6
17	20.1	17.6
17	19.9	17.5
17	23	17.4
17.1	25.1	17.5
17	21.5	17.5
17.1	21.2	17.5
17.1	20.4	17.5
17.1	18.8	17.6
17.1	18.7	17.5
17	18.5	17.5
17.2	18.4	17.6
17.4	18.5	17.6
17.1	18.6	17.5
17.1	18.8	17.5
17.2	18.7	17.5
17.4	18.8	17.5
17.4	19.5	17.6
17.2	18.8	17.5
17.1	19.5	17.8
17.5	18.8	17.6
17.1	19.1	17.6
17.1	19	17.6
17	20.9	17.7
17.4	19.1	17.4
17.3	19.2	17.4
17.2	21.6	17.6
17.1	21.6	17.5
17.4	19	17.6
17.2	18.7	17.8
17.2	18.8	18.1
17.1	18.9	17.9
17	19.3	17.9
17.1	18.9	18.2
17	18.8	17.8
17.1	19.6	17.8
17.3	19.3	17.6
17.2	20.3	17.8
17.2	21.2	17.5
17.2	24.5	18
17.2	22.9	17.7
17	20.6	17.5
17.1	22.5	18.1
17.3	21.5	17.8
17.4	19.8	17.6
17.1	19.1	17.7
17.1	20	17.7
17	19.7	18.6
17.5	18.9	17.5
17.2	19.4	17.5
17.2	19	18
17.1	18.9	17.5
17.4	19.6	17.6
17.1	18.9	17.5
17.2	18.9	17.7
17.2	20.9	17.6
17.2	20.5	17.8
17.3	20.1	17.9
17.1	23.1	17.5
17.2	21.5	17.7
17.3	19.2	17.8
17.7	18.7	17.5
17.2	19.1	17.5
17.1	19.1	17.7
17.1	19.1	17.6
17.2	19	17.5
17	18.7	17.5
17	18.9	17.4
17.1	18.8	17.6
17.5	18.8	17.7
17.1	18.5	17.6
17.1	19	17.5
17.3	18.8	17.5
17.2	19	17.6
17.3	26.3	17.5
17.1	21	17.7
17.5	19.2	17.9
17.1	20.5	17.6
17.1	25.8	17.5
17.2	20.4	17.8
17.6	19.1	17.4
17.2	21.4	17.8
17	20.2	20.2
17.1	21.2	18.3
17.6	22.9	17.9
17.1	20.4	18.4
17	19.6	22
17.3	19.7	19.9
17.5	22.6	17.8
17	22	17.7
17	24.3	17.5
17	20.4	17.8
17.5	19.8	17.7
17.1	23.9	17.5
17	20.8	17.7
17	19.6	17.8
17.6	19.5	17.7
17.5	19.3	17.6
17	19.1	17.8
17.1	19.1	17.7
17.8	19.3	17.7
17	19.6	17.8
17	19.5	17.8
17.2	19.9	17.6
17.7	19.9	17.7
17.1	19.8	17.5
17.1	20.2	17.5
17.2	19.8	17.4
17.3	19.5	17.6
17.3	19.8	17.8
17.2	19.4	17.6
17.1	19.4	17.5
17.3	19.3	17.5
17.1	19.1	17.5
17.1	19.4	17.6
17.1	21.5	17.5
17.1	19.7	17.7
17.1	19.3	17.8
17.3	20.4	17.6
17	22.4	17.5
17.2	20.8	17.6
17.2	19.1	17.6
17.1	19.2	17.6
17.2	19.4	17.7
17.2	18.9	17.7
17.3	19.8	17.4
17.1	19.4	17.6
17.1	18.9	17.6
17.4	19	17.6
17.4	19.2	17.5
17.4	18.8	17.6
17.3	18.9	17.6
17.7	18.8	24.4
17.3	19	22.3
17.1	18.8	18.6
17	19	17.9
17.5	18.9	17.5
17.3	19	17.5
17.1	19.1	17.4
17.2	18.7	18
19	18.7	17.8
17.6	19.5	17.5
17.1	18.9	17.5
17.1	18.7	17.5
17.5	18.7	17.9
17.1	19	17.6
17.1	19.1	17.6
17.2	18.9	17.5
17.7	19.1	18
17.2	19.1	17.8
17	18.8	17.7
17.1	19.1	17.9
17.7	18.9	18.2
17.3	18.9	17.9
17.1	19.3	17.9
17.1	18.8	18
17.6	18.8	17.5
17.1	19.1	17.4
17.1	18.9	17.6
17.1	19	17.8
17.5	19	17.5
17.3	19.1	17.4
17.3	19	17.5
17.7	18.9	17.5
17.1	18.7	17.5
17	18.9	17.9
17.2	18.9	18.1
17.4	19	17.7
17.4	19.4	17.6
17.3	19.2	17.8
17.9	19.5	17.8
17.2	19.1	17.6
17.2	19.4	17.8
17.1	19.5	17.7
17.6	19.1	17.6
17.2	19.1	17.8
17.2	19.2	17.9
17.1	19.7	17.8
17.5	19.7	17.6
17.3	19.6	18.2
17.2	19.9	18.1
17.2	20	17.7
17.8	19.5	17.4
17.4	19.3	18.2
17.1	19.8	17.6
17.1	19.4	17.7
17.5	19.6	17.7
17.5	19.8	17.6
17	19.4	17.5
17.2	19.3	17.5
17.9	19.6	17.6
17.2	19.4	17.5
17.4	19.3	17.7
17.1	19.2	18.4
17.7	19.5	17.6
17.2	19.6	17.5
17.1	19.2	17.5
17.1	19.5	17.4
17.7	19.4	17.6
17.1	19.4	17.5
17	19.1	17.7
17.2	19.6	17.6
17.7	19.6	17.4
17.2	19.1	17.8
17.2	19.2	17.5
17.2	19	17.4
17.5	19.1	17.6
17.1	19	17.6
17	19.2	18
17.2	18.9	17.7
17.6	19.4	17.9
17.2	18.9	17.8
17.1	18.9	17.7
17.5	18.7	17.6
18.3	18.7	17.8
17.8	19.4	18
17.3	18.8	17.7
17.3	18.9	17.9
17.6	19.1	17.6
17.2	18.7	17.9
17.2	18.6	17.6
17.4	18.7	17.5
17.4	18.8	17.3
17.2	18.6	17.5
17.3	18.9	17.7
17.3	18.6	17.6
17.1	18.5	17.8
17.1	18.6	17.6
17.2	19	17.7
17.8	18.5	17.8
18.7	18.5	17.7
18.4	18.4	17.5
17.8	18.7	17.4
17.7	19.1	17.4
17.2	18.7	17.4
17.7	18.7	17.5
17.9	18.8	17.4
17.8	18.4	17.5
18.2	18.8	17.5
17.3	18.7	17.5
17.4	18.5	17.5
18.3	18.7	17.4
17	18.4	17.5
17.2	18.5	17.4
18	18.7	17.5
17.5	18.5	17.4
17.2	18.4	17.4
17.2	18.6	17.8
17	18.9	17.5
17.3	18.9	17.4
18.1	19.1	17.4
17.3	19.1	17.9
17.2	19.3	17.5
18	19.2	17.5
17.5	19.3	17.5
17.3	19.1	17.5
17.3	19.1	18
19.1	19.3	17.5
18.6	19.3	17.6
17.2	19.6	17.6
17.1	19.6	17.4
17	19.4	17.6
17.7	19.5	17.9
17.4	19.2	17.5
17.5	19.3	17.5
17.1	19.2	17.5
17.9	19.2	17.5
18	19.1	17.4
17.1	19.1	17.4
17.2	19	18.1
17.7	19	17.5
17.4	19.1	17.4
17.8	19	17.5
17.5	18.9	17.9
18	19	17.7
17.1	19.1	17.5
17.2	19	17.6
17.8	19.1	17.5
17.4	19	17.5
17	18.9	17.5
17	19	17.5
17.4	19.1	17.4
17.5	19.3	17.5
18.4	19.5	17.4
18.2	19.3	17.5
17.2	19.2	18.2
17.6	19.2	17.7
17.1	19.3	17.5
17.1	19.2	17.5
17.2	19.1	17.5
17.8	19.4	17.5
17.2	19	17.9
17.1	19	17.6
17.2	19.3	17.5
17.8	19	17.6
17.8	19.2	17.5
18.2	19	17.5
20.7	18.9	17.7
21.6	19.1	17.7
18	18.9	17.6
17.4	19.1	17.5
19.2	19.1	17.7
17.8	19	17.6
18.2	19	17.5
19	18.7	17.5
19.7	19	17.5
18.1	19	17.5
18.6	19.2	17.6
18.9	19.2	17.8
19.1	19	17.5
18.1	19.2	17.5
17.4	19.2	17.5
17.4	19.4	17.4
18.7	19.4	17.5
18.3	19.2	17.5
18.1	19.3	17.5
18.6	19.2	17.5
17.5	19.2	17.5
17.8	19.1	17.5
18.1	19	17.5
17.3	19	17.4
17.2	18.8	17.5
18.3	18.9	17.5
18.7	19	17.9
18.5	18.8	17.5
17.6	18.7	17.5
17.5	18.9	17.4
18.4	19.2	17.5
17.3	19.2	17.4
17.3	19.2	17.4
17.5	19.5	17.4
18.9	19.9	17.4
17.9	20.2	17.4
17.7	20	17.7
18.5	20.2	17.7
17.9	20.4	17.5
17.3	20.7	17.6
17.2	21	17.5
17.2	21.4	17.5
17.4	21.9	17.4
18.2	21.7	17.5
17.7	21.4	17.5
18.1	21.7	17.9
18.5	21.6	17.4
18.2	21.4	17.5
18.2	21.1	17.4
17.8	20.7	17.4
17.6	21	17.5
17.2	21	17.8
17.2	21.5	17.4
17.6	22	17.5
18.5	22.8	17.4
17.5	23	17.4
17.9	23.7	17.5
18.3	24	17.4
17.5	24.1	17.9
17.2	23.9	17.6
17.2	24.5	17.4
17.7	24.7	17.4
18.4	23.5	17.4
17.4	23	17.5
17.3	23.2	17.3
17.8	24.2	18
17.1	24.5	17.4
17.1	24.4	17.4
17.2	23.7	17.4
17.6	23.1	17.4
17.1	22.3	17.5
17.3	21.8	17.4
17.2	21.4	17.6
17.9	20.8	17.8
17.1	20.5	17.5
17.2	20.6	17.4
17.3	20.7	17.5
18.3	20.6	17.4
17.3	20.7	17.5
17.3	20.6	17.8
17.5	20.6	17.5
17.9	20.8	17.5
17.1	20.6	17.5
17.5	20.7	17.4
18.7	20.5	17.5
18.7	20	17.4
19.6	19.9	17.9
21.3	19.6	17.5
19.3	19.6	17.4
18.5	19.6	17.4
19.6	19.5	17.5
18.6	19.6	17.7
19.7	19.5	17.5
19.2	19.6	17.5
18.4	19.5	17.5
18.6	19.3	17.5
18.6	19.4	17.5
17.9	19.4	17.5
17.2	19.4	17.5
17.3	19.3	17.7
18	19.3	17.6
17.3	19.4	17.5
18.1	19.2	17.5
18.5	19.1	17.5
18.7	19.1	17.5
18.7	19.3	17.4
18.4	19.2	17.7
18.4	19	17.7
18.9	19.2	17.4
17.6	19.2	17.4
18.5	18.9	17.5
18.1	19	17.5
18	19.2	17.9
18	18.9	17.4
17.4	19.1	17.5
18.2	18.9	17.5
18.2	18.9	17.4
17.9	18.9	17.5
18.2	18.8	17.5
18.1	18.8	18
18.4	18.9	17.5
17.6	18.9	17.5
17.1	18.9	17.5
17.3	18.9	17.5
19.5	18.8	17.5
17.9	19	17.5
21.5	18.8	17.5
20.2	18.8	17.4
18.3	19	17.4
17.6	19	17.5
17.7	19	17.4
18.2	19	17.4
19.4	19.4	17.5
17.7	19.1	17.7
17.2	19.1	17.5
19	19.5	17.5
17.9	19	17.4
17	19.2	17.4
17	19.3	17.5
17.6	19.3	17.4
17.6	19.4	17.5
17.3	19.3	17.4
18.1	19.2	17.4
17.5	19.3	17.4
17.7	19	17.6
18.2	19	17.5
17.3	18.9	17.5
19	19.1	17.5
18.4	19.3	17.5
17.2	19	17.4
17.2	19.1	17.4
17.2	19.1	18
17.7	19.1	17.4
19.4	19.2	17.4
18.5	19.5	17.4
18.2	19.2	17.4
20.2	19.2	17.8
17.9	19.2	17.4
17.5	19.1	17.4
17.5	19	17.4
17.9	19.2	17.4
18.8	19.2	17.5
18.3	19.2	17.7
18.6	19	17.5
18.4	19.1	17.4
19.6	18.9	17.5
17.6	19.2	17.5
17.3	19.3	17.4
17.9	19.4	17.4
21.3	19.2	17.4
19.4	19.2	18.4
17.9	19.3	18.1
17.7	19.1	17.5
17.1	19.3	17.5
17	19.2	17.7
17.2	19.1	17.8
17.2	19.3	17.8
16.9	19.2	17.5
17	19.2	17.9
17.5	19.3	18.1
17.1	19.1	18.3
17.1	19	17.6
17.3	19.2	17.5
17.6	19.1	17.8
17	19.3	17.5
17	19.4	17.5
17.8	19.5	17.5
17.2	19.3	17.5
16.9	19.6	17.5
17.1	19.5	17.6
17.7	19.4	17.7
17.3	19.4	17.4
17.1	19.3	17.4
17.1	19.4	17.4
17.5	19.4	17.5
17.2	19.3	17.4
17	19.4	17.4
17	19.5	17.5
17.7	19.3	17.8
17.1	19.3	17.5
17.1	19.3	17.5
17	19.2	17.5
17.4	19.3	17.8
17.1	19.4	18.1
17.1	19.4	18.5
17	19.5	18
17.4	19.2	17.6
17.3	19.3	17.6
17	19.7	17.6
17.1	19.4	17.8
17.3	19.3	18.5
17.2	19.4	17.9
17.2	19.3	17.9
17	19.4	17.5
17.7	19.3	17.6
17	19.3	17.4
17	19.4	17.5
17	19.4	17.4
18	19.4	17.5
17	19.8	17.7
17	19.9	17.4
17.2	19.7	17.5
17.6	19.7	17.4
17.1	19.7	17.7
17.2	19.4	17.5
17.9	19.7	17.5
17.2	19.6	17.5
19.8	19.5	17.4
17.7	19.5	17.5
17.7	19.7	17.5
17	19.9	17.8
17.1	20	17.6
17.1	20.1	17.5
17.7	20.1	17.4
16.8	20.2	17.4
17	20.3	17.4
16.9	20.2	17.4
17.2	20	17.8
17.1	19.9	17.4
17	19.9	17.4
17	19.7	17.5
17.4	20	17.5
16.9	19.7	17.7
17	19.7	17.5
17.2	19.5	17.4
17.5	19.5	17.4
17.1	19.4	17.4
16.9	19.2	17.4
17.1	19.1	17.5
17.4	19.2	17.5
17.1	19.1	17.5
17.1	19.1	17.5
17.2	19.3	17.4
17.5	19.5	17.4
17	19.5	17.4
17.1	19.5	17.4
17.3	19.6	17.4
17.7	19.6	17.5
17	19.7	17.4
16.9	19.9	17.4
17.7	19.9	17.7
17.2	20	17.5
17	19.8	17.5
17	19.7	17.4
19.5	19.9	17.6
18.7	20.1	17.4
18.6	19.9	17.7
19.1	20.1	17.5
17.5	20.3	17.5
18.3	20.3	17.5
18.8	20	17.5
17.7	20.3	17.4
17.3	20.4	17.4
17.8	20.6	17.8
17	20.8	17.5
20.4	20.8	17.5
18.7	20.9	17.5
18.3	20.9	17.6
17.9	20.9	17.5
17.2	21	17.5
17.2	20.7	17.6
17.5	20.8	17.5
17	21	17.5
17	21.1	17.5
17.9	21.3	17.8
17.1	21.2	17.4
16.9	21.6	17.4
16.9	21.7	17.5
17.6	21.7	17.5
17.3	22	17.5
17.1	22.3	17.8
17.1	22	17.6
17.9	22.2	17.5
17.6	22.4	17.5
17.2	22.9	17.5
16.9	23.5	17.5
17.5	23.5	17.5
17.2	23.9	17.6
17	23.9	17.5
17	24.5	17.5
17.4	24.9	17.5
17.2	25.3	17.4
17	25.6	17.5
17.1	25.7	17.8
17.3	26.4	17.8
17.4	25.8	17.8
17	25.5	17.8
17.2	24.9	17.6
17.4	25	17.7
16.9	25.4	17.6
17	24.4	18
17.7	24	18.1
17.5	23.7	18.2
17.3	23.3	19.9
17.2	23.4	18.6
17.7	22.9	17.5
17	23.1	17.5
17.4	22.8	17.5
17.4	22.8	17.5
17.8	22.8	17.5
17.1	22.8	17.5
17	22.7	17.4
17.1	22.9	17.4
17.4	23.2	17.5
17.1	23	17.4
17	22.9	17.6
16.9	22.5	17.6
17.1	22.4	17.4
17.4	22.6	17.4
16.9	23	17.3
17	22.9	17.6
17	22.6	17.6
17.5	22.6	17.6
17	22.8	17.5
17	22.6	17.5
17.1	22.9	17.7
17.5	22.6	17.5
17.3	22.1	17.5
17.2	22.2	17.5
17.2	22.1	17.4
17.5	22	17.5
16.9	22.2	18
17	21.9	17.6
17.6	22.3	17.5
17.1	22.3	17.5
16.9	22.3	17.5
17.5	22.5	17.5
17.4	22.4	17.4
17	22	17.5
16.9	21.7	17.6
17.3	21.6	18
17.4	21.3	17.5
17	21.5	17.6
17.1	21	17.6
16.9	20.8	17.6
17.5	20.8	17.5
16.8	20.9	17.4
17	20.8	17.5
17.4	20.6	17.7
17.7	20.6	17.5
16.9	20.5	17.5
17	20.4	17.8
17.6	20.7	17.6
17.3	20.5	17.6
16.9	20.7	17.5
16.9	20.5	17.5
17.9	20.2	17.5
17	20.2	17.7
17	20.2	17.6
17.1	20	17.4
17.9	20.1	17.5
16.9	20.2	17.5
17	20.1	17.5
17.1	19.8	17.5
17.9	19.8	17.4
